name,category_code,country_code,founded_year,funding_total_usd,funding_rounds,status
Quantcast,advertising,USA,2006.0,61199999.0,4,operating
SozializeMe,web,USA,2013.0,100000.0,1,operating
Z80 Labs Technology Incubator,other,USA,2012.0,6000000.0,2,operating
TradeSync,mobile,USA,2011.0,1400000.0,1,operating
Share Practice,biotech,USA,2012.0,1525000.0,4,operating
ZS Genetics,biotech,USA,2005.0,620000.0,1,operating
Convercent,enterprise,USA,2013.0,20200000.0,2,operating
Pluto Media,mobile,USA,2011.0,2150000.0,3,operating
Oceans Healthcare,health,USA,2004.0,17000000.0,1,operating
Cognitive Security,security,CZE,,1400000.0,1,acquired
Zytoprotec,biotech,AUT,2007.0,2686600.0,1,operating
Insportant,sports,SWE,2012.0,150000.0,1,operating
nCrypted Cloud,enterprise,USA,2012.0,1250000.0,1,operating
mediasmart,mobile,ESP,2011.0,643300.0,1,operating
baggg.it,web,USA,2012.0,5000.0,1,operating
AlertEnterprise,security,USA,2007.0,27000000.0,2,operating
MyWealth,web,USA,,2000000.0,1,closed
Majitek,software,SGP,,7500000.0,1,operating
Ittavi,finance,USA,2011.0,250000.0,1,operating
FetchDog,web,USA,,4000000.0,1,closed
Yumber,web,USA,2012.0,160000.0,1,operating
Phoneplus,mobile,USA,2012.0,100000.0,1,operating
Jumia,ecommerce,NGA,2012.0,61000000.0,2,operating
PawSpot,network_hosting,USA,2005.0,600000.0,1,operating
Chefs Feed,photo_video,USA,2011.0,1759978.0,2,operating
Buzztala,software,USA,2012.0,800000.0,1,operating
Zazoom,games_video,USA,2011.0,125000.0,1,operating
ditlo,photo_video,USA,2013.0,305000.0,2,operating
LawKick,legal,USA,2012.0,200000.0,3,operating
The Zebra,search,USA,2012.0,4500063.0,2,operating
Osseon Therapeutics,medical,USA,2007.0,16249935.0,1,operating
Wolfpack Chassis,manufacturing,USA,,755000.0,1,operating
Negorama,real_estate,ESP,2012.0,7778.0,1,operating
RetailMLS,real_estate,USA,2009.0,2000000.0,1,operating
Miproto,manufacturing,GBR,2012.0,81848.0,3,operating
AdYapper,advertising,USA,2010.0,1200000.0,1,operating
Revolve Robotics,hardware,USA,2012.0,305000.0,2,operating
Leapset,enterprise,USA,2011.0,32150000.0,4,operating
Pryv,software,CHE,2012.0,400000.0,2,operating
Toppic,photo_video,USA,2013.0,370000.0,2,operating
WhoAPI,network_hosting,USA,2011.0,200000.0,1,operating
FRS,ecommerce,USA,2004.0,61100000.0,3,operating
Ellevation,software,USA,2006.0,3850000.0,2,operating
Ellie,ecommerce,USA,,2000000.0,1,operating
Traveler | VIP,travel,ARE,2012.0,1000000.0,1,operating
Social Studios,games_video,ISR,2012.0,700000.0,1,operating
Tykli,analytics,ITA,2012.0,65070.0,1,operating
Canva,design,AUS,2012.0,3105000.0,2,operating
Creactives,analytics,ITA,,1364400.0,1,operating
eBrevia,software,USA,2012.0,515000.0,5,operating
Twingly,search,SWE,2006.0,1350500.0,1,operating
BabyFirstTV,games_video,USA,,2000000.0,1,operating
Mizhe.com,ecommerce,CHN,,1600000.0,1,operating
PreViser,software,USA,,350000.0,1,operating
Wantable,fashion,USA,,800000.0,1,operating
knowNormal,analytics,USA,2012.0,1427622.0,2,operating
Hotelzilla,software,USA,,198000.0,1,operating
Shippable,software,USA,2013.0,2050000.0,1,operating
Moerae Matrix,biotech,USA,,5534612.0,1,operating
Northwest Medical Isotopes,medical,USA,,830000.0,1,operating
GenPrime,biotech,USA,,160000.0,1,operating
Zero Emission Energy Plants (ZEEP),cleantech,CAN,,2803788.0,1,operating
Wise Intervention Services,manufacturing,CAN,,1100000.0,1,operating
CheckiO,games_video,USA,2011.0,118000.0,1,operating
Izooble,social,NLD,2011.0,673028.0,3,operating
Affine,analytics,IND,2011.0,100000.0,1,operating
NXT-ID,mobile,USA,,394000.0,2,operating
Vimbly,hospitality,USA,2011.0,540000.0,1,operating
RUN,advertising,USA,2010.0,1500000.0,1,operating
Spowit,mobile,CHL,2012.0,40000.0,1,operating
XING,network_hosting,DEU,2003.0,6844560.0,2,ipo
Guide,software,USA,2012.0,2500000.0,2,operating
Contract Room,enterprise,USA,2012.0,1225000.0,2,operating
UrGift,mobile,USA,2012.0,250000.0,1,operating
Novian Health,health,USA,,11000000.0,1,operating
OneRoomRate.com,web,USA,2007.0,4000000.0,2,closed
goodideazs,advertising,USA,2007.0,27000.0,1,operating
Turing Data,analytics,GRC,2011.0,1000000.0,1,operating
ThumbAd,advertising,NOR,2012.0,600000.0,2,operating
Energiachiara.it,other,ITA,2011.0,150000.0,1,operating
Konnecti.com,enterprise,USA,2012.0,400000.0,1,operating
Down,web,USA,2013.0,1000000.0,1,operating
ZestFinance,other,USA,2009.0,112000000.0,3,operating
Corengi,health,USA,2010.0,322500.0,2,operating
GoPlaceIt,real_estate,CHL,2012.0,1230000.0,3,operating
Ooploo,mobile,USA,,30653.0,1,operating
IfOnly,ecommerce,USA,2012.0,24000000.0,3,operating
Comeet,enterprise,ISR,2012.0,20000.0,1,operating
Spruik,social,CAN,2012.0,200000.0,1,operating
tuta.co,ecommerce,COL,2012.0,50000.0,1,operating
bazinga! Technologies,software,CAN,2012.0,4895573.0,1,operating
Minneapolis Biomass Exchange,web,USA,2009.0,65000.0,1,operating
eBaoTech,software,CHN,2000.0,36000000.0,1,operating
Revolucionadolabs,software,USA,2010.0,94000100.0,3,operating
Continuum Analytics,analytics,USA,2011.0,5250000.0,2,operating
Little Pim,education,USA,2006.0,3601551.0,2,operating
cloud.IQ,ecommerce,GBR,2005.0,378813.0,1,operating
Scodix,hardware,ISR,2007.0,19000000.0,2,operating
iFood,hospitality,BRA,2011.0,4160000.0,2,operating
Introhive,software,USA,2012.0,3300000.0,4,operating
Interviewstreet,web,USA,2009.0,200000.0,1,operating
"Scanalytics, Inc.",enterprise,USA,2012.0,30000.0,1,operating
ProBueno,nonprofit,USA,2012.0,340000.0,1,operating
Loksys Solutions,security,GBR,,787126.0,1,operating
Triprental.com,travel,USA,,500000.0,1,operating
Criteo,advertising,FRA,2005.0,63360000.0,4,ipo
Laura Sapiens,hardware,ITA,2011.0,212550.0,1,operating
Proton Digital Systems,software,USA,,2000000.0,1,operating
Admitted.ly,education,USA,2013.0,415000.0,2,operating
Kutoto,mobile,CAN,2012.0,349677.0,1,operating
EquityLancer,web,USA,2012.0,20000.0,1,operating
Weathermob,mobile,USA,2011.0,1010000.0,2,operating
Mashup Arts,software,CAN,2007.0,1580000.0,2,operating
Lively,music,USA,2013.0,650000.0,2,operating
Kinetic Social,analytics,USA,2011.0,14000000.0,3,operating
BUYSTAND,ecommerce,USA,2011.0,450000.0,1,operating
Bluenose Analytics,enterprise,USA,2012.0,20000000.0,3,operating
Sustainable Marine Energy,cleantech,GBR,,235610.0,1,operating
MyTime,web,USA,2011.0,3000000.0,1,operating
Ph.Creative,public_relations,GBR,,785366.0,1,operating
Grand Rounds,health,USA,2011.0,10000000.0,1,operating
Vizolution,software,GBR,2013.0,1167436.0,1,operating
Avatrip,travel,RUS,2012.0,250000.0,1,operating
Applimation,enterprise,USA,1998.0,4000000.0,1,acquired
Dasient,web,USA,,2000000.0,1,acquired
Cinario,software,IRL,,1301000.0,2,acquired
Orsus Solutions USA,software,USA,,3000000.0,1,acquired
Proximic,analytics,USA,2006.0,10411000.0,4,operating
Conformiq,software,USA,,4200000.0,1,operating
Docalytics,other,USA,2012.0,319350.0,1,operating
RealScout,real_estate,USA,2012.0,1100000.0,1,operating
Valyoo Technologies,fashion,IND,,10000000.0,1,operating
BioAegis Therapeutics,biotech,USA,2011.0,6142412.0,2,operating
Mobile-XL,mobile,USA,2005.0,280000.0,1,operating
LOOKSIMA,fashion,USA,2012.0,500000.0,1,operating
Beam Technologies,ecommerce,USA,,430000.0,2,operating
Benefitter,software,USA,,2800000.0,2,operating
Carbonite,network_hosting,USA,2006.0,65998900.0,6,ipo
Amobee,advertising,USA,2005.0,72000000.0,6,acquired
KitCheck,enterprise,USA,2012.0,10470400.0,2,operating
Moxe Health,medical,USA,,100000.0,1,operating
OpenPlacement,web,USA,,100000.0,1,operating
Wellframe,biotech,USA,2011.0,200000.0,2,operating
Veebox,web,USA,2008.0,100000.0,1,closed
Covenant Surgical Partners,biotech,USA,2008.0,49473528.0,11,operating
Bee Cave Games,games_video,USA,2012.0,2700000.0,2,operating
Cloud Your Car,enterprise,POL,2012.0,300000.0,1,operating
iCatapult,finance,HUN,2012.0,1900000.0,1,operating
Scoreoid,games_video,ISR,2013.0,100000.0,1,operating
Fantasy Buzzer,sports,USA,2012.0,385000.0,1,operating
Sustainable Industrial Solutions,cleantech,USA,2011.0,300000.0,1,operating
Chatalog,social,CAN,,100000.0,1,operating
Carr̩ Technologies,hardware,CAN,2006.0,750000.0,1,operating
Remedify,hardware,USA,2012.0,50000.0,1,operating
Amadix,biotech,ESP,,2674800.0,1,operating
Blue Apron,hospitality,USA,2012.0,8000000.0,2,operating
Uncovet,ecommerce,USA,2011.0,1300000.0,1,operating
Nearbox,mobile,POL,2012.0,25000.0,1,operating
Runrun.it,software,BRA,2012.0,1500000.0,2,operating
SageCloud,enterprise,USA,2012.0,13201789.0,2,operating
Tamion,search,USA,2007.0,350000.0,1,operating
Scratch Hard,mobile,USA,2012.0,1400000.0,1,operating
ListMinut,web,BEL,2013.0,33843.0,1,operating
Visible Measures,advertising,USA,2005.0,89999999.0,9,operating
Nexx Studio,games_video,MYS,2008.0,315000.0,2,operating
SIMPLEROBB.COM,enterprise,USA,2008.0,5600.0,1,operating
Roomish,travel,CAN,2012.0,30000.0,1,operating
MetGen,biotech,FIN,,2946020.0,1,operating
CustomerAdvocacy.com,software,USA,2010.0,500000.0,1,operating
CloudSway,finance,USA,2011.0,1400000.0,1,operating
GRUZOBZOR,enterprise,RUS,2011.0,1000000.0,1,operating
SportEmp.com,sports,GBR,2012.0,129390.0,1,operating
Al Detal,ecommerce,ESP,2012.0,143262.0,1,operating
studdex,web,DEU,2008.0,279720.0,1,operating
Hublished,social,USA,2012.0,150000.0,1,operating
Candi Controls,enterprise,USA,,1900000.0,1,operating
Infinio,software,USA,2011.0,12000000.0,2,operating
Infinit,web,FRA,2012.0,440000.0,2,operating
PassbeeMedia,mobile,USA,2013.0,580000.0,1,operating
Kynded,social,USA,2012.0,100000.0,1,operating
mojio,other,CAN,2012.0,2300000.0,1,operating
Escapar,search,COL,2012.0,40000.0,1,operating
KnexxLocal,mobile,CAN,2012.0,1100000.0,1,operating
Hospitalists Now,hospitality,USA,,2500000.0,1,operating
SurpriseRide,web,USA,2012.0,100000.0,1,operating
Relay,mobile,CAN,,700000.0,1,operating
Uberpong,ecommerce,USA,2013.0,10390.0,1,operating
Juristat,analytics,USA,2012.0,160000.0,1,operating
Deliv,ecommerce,USA,2012.0,7850000.0,2,operating
GTFO Ventures,mobile,FIN,2012.0,151232.0,3,operating
DediServe,network_hosting,GBR,2009.0,1347100.0,1,operating
Saluspot,health,ESP,2011.0,1348000.0,1,operating
Persado,advertising,USA,2012.0,15000000.0,1,operating
"GetJar, Inc.",mobile,USA,2007.0,42000000.0,3,operating
Getonic,web,ISR,2010.0,1300000.0,1,operating
Cylance,security,USA,2012.0,15000000.0,1,operating
CardCash.com,ecommerce,USA,2008.0,6000000.0,1,operating
IRIS.TV,analytics,USA,2012.0,1700000.0,1,operating
Hampton Creek Foods,hospitality,USA,2011.0,3000000.0,2,operating
Tempo AI,mobile,USA,2011.0,12500000.0,2,operating
Kitchensurfing,hospitality,USA,2012.0,4500000.0,2,operating
nVoq,software,USA,2000.0,17471875.0,1,operating
Kit Check,biotech,USA,2012.0,10400000.0,1,operating
Runscope,web,USA,2013.0,1100000.0,1,operating
Semmx,web,USA,2011.0,1750000.0,2,operating
CleverSet,ecommerce,USA,,3600000.0,4,acquired
HellHouse Media,other,USA,2004.0,250000.0,1,closed
Unioncy,web,GBR,2013.0,133195.0,3,operating
Beestar,hardware,NLD,2012.0,319299.0,2,operating
Trustev,security,IRL,2012.0,3300000.0,2,operating
Method CRM,software,CAN,2010.0,8828261.0,3,operating
Annelutfen.com,ecommerce,TUR,2011.0,750000.0,1,operating
G2 Crowd,enterprise,USA,2012.0,2000000.0,1,operating
Lasso Media,other,USA,2012.0,1250000.0,1,operating
QPID Health,health,USA,2012.0,6000000.0,2,operating
Trueffect,advertising,USA,2002.0,9494580.0,2,operating
Tinychat,web,USA,2009.0,1500000.0,1,operating
Acquaintable,web,USA,2012.0,40000.0,1,operating
Cardiio,health,USA,,20000.0,1,operating
Sessions,health,USA,2012.0,20000.0,2,operating
Home Team Therapy,health,USA,2011.0,20000.0,1,operating
Neurotrack,biotech,USA,2012.0,2090000.0,2,operating
Podimetrics,biotech,USA,2011.0,3999999.0,2,operating
Reify Health,mobile,USA,2010.0,350000.0,2,operating
RxApps,health,USA,,20000.0,1,operating
Nonstop Games,games_video,SGP,2011.0,2900000.0,1,operating
Ombitron,mobile,USA,2013.0,20000.0,1,operating
Method,enterprise,CAN,2010.0,3250000.0,1,operating
Querium Corporation,education,USA,2013.0,528000.0,2,operating
Jounce Therapeutics,biotech,USA,,47000000.0,1,operating
VU Security,security,ARG,2006.0,1000000.0,1,operating
BlueData Software,analytics,USA,2012.0,19000000.0,2,operating
Quad Learning,education,USA,2012.0,11000000.0,1,operating
Echograph,software,USA,2012.0,250000.0,1,acquired
Anunta Technology Management Services,enterprise,IND,2011.0,3000000.0,1,operating
Anpro21,search,ESP,2006.0,386483.0,1,operating
e27,news,SGP,2006.0,615000.0,1,operating
Trax Technologies,consulting,USA,1993.0,16600000.0,2,operating
Ulympix,web,BGR,,31528.0,1,operating
Uplike,social,FRA,2012.0,653000.0,2,operating
Inverted Edge,fashion,SGP,2012.0,1600000.0,1,operating
iVideosongs,games_video,USA,,3300000.0,1,acquired
Device Ident,security,DEU,2012.0,300000.0,2,operating
Consignd,ecommerce,USA,,40000.0,1,operating
Monaeo,enterprise,USA,2011.0,40000.0,2,operating
Cognical,finance,USA,,40000.0,1,operating
Trendalytics,analytics,USA,,40000.0,1,operating
Thinkful,education,USA,2012.0,1000000.0,1,operating
Only Mallorca,real_estate,ESP,2012.0,263760.0,2,operating
TrustEgg,social,USA,2011.0,100000.0,1,operating
HStreaming,analytics,USA,,1000000.0,1,operating
Conduit,advertising,USA,2005.0,109800000.0,3,operating
Roost,software,USA,2007.0,13500000.0,2,acquired
Startist,web,USA,,40000.0,1,operating
Bizanga,security,USA,2003.0,8000000.0,1,acquired
TV Talk Network,games_video,USA,2012.0,900000.0,1,operating
Yapert,mobile,USA,2012.0,1700000.0,2,operating
JethroData,analytics,ISR,2012.0,4500000.0,1,operating
Lionsharp Solutions,software,BGR,2013.0,32013.0,1,operating
CSRware,enterprise,USA,2009.0,250000.0,1,operating
Comunitae,finance,ESP,2008.0,4807100.0,2,operating
CentralMayoreo.com,ecommerce,MEX,2013.0,25000.0,1,operating
opendorse,messaging,USA,2012.0,300000.0,1,operating
Nasseo,medical,USA,2012.0,520000.0,1,operating
IGA Worldwide,advertising,USA,2005.0,47000000.0,4,operating
HItviews,advertising,USA,2007.0,2285000.0,3,operating
TouchMail,software,USA,2012.0,41000.0,1,operating
EnChroma,hardware,USA,2010.0,2043272.0,4,operating
bideo.com,photo_video,USA,2010.0,500000.0,2,operating
LUX Assure,cleantech,GBR,,5034691.0,1,operating
The Business of Fashion,fashion,GBR,2007.0,2100000.0,1,operating
NextGreatPlace,travel,USA,2010.0,4000000.0,2,operating
RaftOut,web,USA,2013.0,20000.0,1,operating
Liquid Grids,advertising,USA,2010.0,1600000.0,1,operating
Adchemy,advertising,USA,2004.0,119191000.0,7,operating
Marketwired,advertising,CAN,1983.0,1250000.0,1,operating
3CI,biotech,ITA,2008.0,133620.0,1,operating
kenxus,software,USA,2012.0,250000.0,1,operating
Wandera,mobile,USA,2012.0,7000000.0,1,operating
PolyActiva,biotech,AUS,,9530000.0,1,operating
Vaunte,fashion,USA,2012.0,2220000.0,2,operating
The Ivory Company,ecommerce,USA,,525000.0,1,operating
Mobilitie,mobile,USA,2005.0,100000000.0,1,operating
Brainbow,games_video,GBR,2012.0,1800000.0,1,operating
Sumpto,social,USA,2012.0,425000.0,2,operating
Locish,mobile,GRC,2013.0,78000.0,1,operating
Vurb,search,USA,,1500000.0,1,operating
GoodApril,finance,USA,2012.0,118000.0,1,acquired
Boatbound,ecommerce,USA,2012.0,1000000.0,1,operating
PernixData,enterprise,USA,2012.0,27000000.0,2,operating
E4 Health,health,USA,2011.0,3500000.0,1,operating
Gynesonics,medical,USA,,43654818.0,4,operating
Temporal Power,cleantech,CAN,2010.0,10000000.0,2,operating
HybridCluster,enterprise,GBR,2008.0,1000000.0,1,operating
Pharmaca,biotech,USA,2000.0,20000000.0,1,operating
micecloud,enterprise,DEU,2009.0,1440600.0,1,operating
Koa.la,photo_video,USA,,8700000.0,2,operating
ShowKit,mobile,USA,2012.0,710000.0,2,operating
Authorly,advertising,USA,,150000.0,1,operating
RawData,analytics,USA,2009.0,1400000.0,1,operating
Concur Technologies,software,USA,1993.0,331284092.0,2,ipo
Casualing,mobile,USA,2011.0,1560000.0,2,operating
Mach 1 Development,consulting,USA,2007.0,1500000.0,2,operating
Emergent Game Technologies,games_video,USA,2000.0,51450000.0,5,acquired
Everyday Health,health,USA,2002.0,176689320.0,11,operating
Bolt.io,hardware,USA,2013.0,3500000.0,1,operating
Furn̩sh,ecommerce,USA,2011.0,250000.0,1,operating
Peoplematics,enterprise,USA,2011.0,118000.0,1,operating
OTI Greentech,cleantech,CHE,,4483240.0,1,operating
Smart Eye,hardware,SWE,1999.0,3895881.0,1,operating
Medikly,legal,USA,2009.0,1200000.0,1,operating
streamOnce,enterprise,USA,2012.0,1360000.0,1,operating
Sokikom,education,USA,,2000000.0,1,operating
HealthCentral,web,USA,,50000000.0,1,acquired
iTherX,biotech,USA,1992.0,5953595.0,2,operating
Tran.sl,other,DEU,,50000.0,1,operating
dxcare.com,health,USA,2012.0,250000.0,1,operating
PartyLine,social,USA,2011.0,100000.0,1,operating
Punch Entertainment,software,USA,2005.0,1200000.0,1,closed
SphereUp,search,USA,2009.0,2500000.0,1,operating
WePopp,social,FRA,2012.0,167258.0,1,operating
Frenzoo,games_video,HKG,,1000000.0,1,operating
Alminder,mobile,USA,2012.0,1525000.0,1,operating
The Online Backup Company,network_hosting,NOR,2005.0,8423293.0,1,operating
Zenefits,enterprise,USA,2013.0,2100000.0,1,operating
Agolo,web,USA,2012.0,40000.0,1,operating
Gratafy,hospitality,USA,,2950000.0,2,operating
Jifiti.com,ecommerce,USA,2011.0,3500000.0,2,operating
ACCO Semiconductor,semiconductor,USA,,12191919.0,1,operating
FibeRio,nanotech,USA,2009.0,17889122.0,3,operating
XAware,search,USA,1999.0,12500000.0,3,operating
cottonTracks,web,CHL,2012.0,100000.0,1,operating
MyCheck,mobile,USA,2011.0,6100000.0,3,operating
Misfit Wearables,health,USA,2011.0,23000006.0,3,operating
Portero,ecommerce,USA,2004.0,8009431.0,2,operating
Lagoa,enterprise,CAN,2012.0,6900000.0,2,operating
Maple Farm Media,advertising,USA,2012.0,500000.0,1,operating
Cluster,photo_video,USA,2013.0,1600000.0,1,operating
LIA,mobile,USA,2012.0,400000.0,1,operating
Intelclinic,hardware,POL,2013.0,160000.0,1,operating
Meldium,enterprise,USA,2012.0,1000000.0,1,operating
inContact,software,USA,1997.0,35265626.0,3,ipo
uBank,mobile,RUS,2011.0,9500000.0,2,operating
CrowdFlik,photo_video,USA,2012.0,400000.0,1,operating
Rocketmiles,travel,USA,2012.0,2000000.0,1,operating
Futurefleet,mobile,CHN,,1500000.0,1,operating
Iron Belt Studios,games_video,ESP,2011.0,1058040.0,2,operating
Inside Social,web,USA,2012.0,2245000.0,3,operating
LISNR,mobile,USA,2012.0,520000.0,1,operating
Surround App,mobile,CHN,2012.0,50000.0,1,operating
Adizio,advertising,GBR,,378428.0,1,operating
memebox,ecommerce,KOR,2011.0,1005900.0,4,operating
Mover,web,CAN,2012.0,1000000.0,3,operating
Otozip,automotive,USA,2013.0,300000.0,1,operating
Book Buyback,ecommerce,USA,2010.0,1000000.0,1,operating
eFans,web,USA,2007.0,50000.0,1,operating
Linio,ecommerce,MEX,2012.0,96500000.0,3,operating
Polar,mobile,USA,,1200000.0,1,operating
Snaps,mobile,USA,2011.0,4510000.0,3,operating
Endeca,search,USA,,65000000.0,4,acquired
Codenvy,enterprise,USA,2012.0,9000000.0,1,operating
YOUnite,web,USA,2006.0,1300000.0,1,operating
Outbox,web,USA,2011.0,6500000.0,2,operating
Pipefish,web,USA,2012.0,300000.0,1,operating
vidIQ,advertising,USA,2012.0,800000.0,3,operating
Skytap,enterprise,USA,2006.0,23000000.0,3,operating
Snoox,web,USA,2012.0,2000000.0,1,operating
RegainGo,enterprise,USA,2011.0,78600.0,3,operating
RiGHT BRAiN MEDiA,public_relations,USA,2002.0,1000000.0,1,operating
Brickell Biotech,biotech,USA,,7000000.0,1,operating
Synapsify,analytics,USA,2012.0,600000.0,1,operating
LivelyFeed,software,USA,2012.0,50000.0,1,operating
Armor5,enterprise,USA,2011.0,2000000.0,1,operating
Current Media,network_hosting,USA,2005.0,15000000.0,1,closed
Passpack,web,ITA,2008.0,646740.0,2,operating
Snaptee,ecommerce,HKG,,600000.0,1,operating
Black Ocean,web,USA,2010.0,100000000.0,1,operating
CIRQY,ecommerce,EGY,2012.0,12000.0,1,operating
Dobns Agency,advertising,CAN,2012.0,100000.0,1,operating
KongZhong,mobile,CHN,,6800000.0,1,ipo
Everything.me,mobile,ISR,2010.0,35500000.0,3,operating
Sensulin,biotech,USA,2011.0,330000.0,1,operating
Design Within Reach,ecommerce,USA,1998.0,1800000.0,1,operating
Luminate,advertising,USA,2008.0,28450000.0,3,operating
Lijit Networks,advertising,USA,2006.0,28300000.0,6,acquired
Toushay,software,CAN,2011.0,2000000.0,6,operating
ScootPad Corporation,education,USA,2011.0,1600000.0,2,operating
AudioTag,advertising,USA,2011.0,330000.0,1,operating
Recommerce Solutions,public_relations,FRA,,9298870.0,1,operating
Superfish,search,USA,2006.0,19300000.0,3,operating
Calm,web,USA,2012.0,415000.0,1,operating
Red Hot Labs,games_video,USA,2012.0,1500000.0,1,operating
Thalmic Labs,health,CAN,2012.0,15606990.0,2,operating
SunnyBump,ecommerce,USA,2013.0,375000.0,1,operating
Golfshop Online,ecommerce,CHE,2011.0,35000.0,1,operating
SupportLocal,social,USA,2011.0,4080000.0,3,operating
Julep,ecommerce,USA,2006.0,20643907.0,3,operating
Prevacus,biotech,USA,,1658000.0,2,operating
GlobeIn,ecommerce,USA,2011.0,1100000.0,1,operating
HiringBoss,enterprise,SGP,2011.0,5000000.0,1,operating
Helpa,advertising,USA,2013.0,2000000.0,1,operating
Chairish,web,USA,2013.0,3200000.0,1,operating
Golf Pipeline,social,USA,2012.0,250000.0,1,operating
Revolights,hardware,USA,2011.0,550000.0,2,operating
Ablynx,biotech,BEL,2001.0,41356350.0,1,ipo
Zady,fashion,USA,2012.0,1350000.0,1,operating
Diagnostic Healthcare,biotech,GBR,2004.0,1503412.0,1,operating
Swallow Solutions,biotech,USA,,1046000.0,1,operating
Nugg-it,manufacturing,USA,2011.0,600000.0,1,operating
Fastback Networks,mobile,USA,,15000000.0,1,operating
MOLI,network_hosting,USA,2008.0,55600000.0,2,closed
NewChinaCareer,advertising,HKG,2006.0,100000.0,1,operating
BASH Gaming,games_video,USA,2010.0,1000000.0,1,operating
Geewa,games_video,CZE,2005.0,2025750.0,1,operating
Mission Critical Electronics,manufacturing,USA,2011.0,22800000.0,1,operating
Edgeio,ecommerce,USA,,6500000.0,2,closed
Mtivity,software,GBR,1999.0,9680000.0,2,operating
Green & Pleasant,hospitality,GBR,2012.0,184920.0,1,operating
Angel Alerts,web,GBR,,75171.0,1,operating
Funky Android,software,GBR,2008.0,15606.0,2,operating
Stamp.it,mobile,GBR,2012.0,225000.0,1,operating
fabrooms,ecommerce,DEU,2013.0,100000.0,1,operating
PaperG,advertising,USA,2008.0,2700000.0,1,operating
WorldTV,games_video,IRL,2006.0,1000000.0,1,operating
Major League Gaming,games_video,USA,2002.0,69000000.0,6,operating
Wideo,photo_video,USA,2012.0,25000.0,1,operating
Properati,real_estate,ARG,2012.0,25000.0,2,operating
Behavio,software,USA,2012.0,355000.0,1,acquired
Rentlytics,analytics,USA,2013.0,1000000.0,1,operating
SheFinds Media,web,USA,2004.0,1300000.0,1,operating
ScreenTag,mobile,GBR,2012.0,30965.0,1,operating
BidAway.com,travel,ESP,2012.0,259825.0,2,operating
US HealthVest,biotech,USA,,36000000.0,1,operating
Sentient Energy,cleantech,USA,2009.0,15000000.0,1,operating
Wide Open Spaces,ecommerce,USA,2011.0,1750000.0,2,operating
DoveConviene,advertising,ITA,2010.0,4503100.0,1,operating
Agorafy,real_estate,USA,2010.0,2000000.0,1,operating
Riskive,security,USA,2013.0,2200000.0,1,operating
Epoxy,games_video,USA,2012.0,2000000.0,1,operating
MyPermissions,security,ISR,2012.0,1000000.0,1,operating
AnsibleWorks,enterprise,USA,2013.0,6000000.0,1,operating
UMeTime,mobile,USA,2011.0,100000.0,1,operating
SportsBoard,mobile,USA,2011.0,2350000.0,2,operating
Carolus Therapeutics,biotech,USA,2007.0,2250000.0,1,operating
STORYS.JP,social,JPN,,321441.0,1,operating
Lucid Energy,cleantech,USA,2007.0,1500000.0,1,operating
AlterG,other,USA,2007.0,12310333.0,2,operating
SafeLogic,security,USA,2012.0,30000.0,1,operating
clypd,advertising,USA,2012.0,10400000.0,2,operating
omelett.es,software,GBR,2009.0,43833.0,1,operating
DemoHire,web,USA,2012.0,50000.0,1,operating
Looker,analytics,USA,2011.0,18000000.0,2,operating
Illumio,enterprise,USA,2013.0,42500000.0,2,operating
Epoch Entertainment,photo_video,USA,2012.0,2071450.0,1,operating
OneSource Virtual,enterprise,USA,1990.0,15000000.0,1,operating
AdStage,advertising,USA,2012.0,1500000.0,2,operating
Slate Science,education,USA,2011.0,1100000.0,1,operating
CasterStats,software,BEL,2009.0,631720.0,1,operating
CriticMania.com,enterprise,USA,2012.0,130000.0,1,operating
Dead Inventory Management System,ecommerce,USA,2011.0,50000.0,1,operating
Scale Computing,enterprise,USA,2006.0,43000000.0,5,operating
Matterport,hardware,USA,2011.0,10000000.0,3,operating
Lucena Research,software,USA,2011.0,1375000.0,2,operating
Alloy Digital,advertising,USA,2009.0,30000000.0,1,operating
KannaLife Sciences,biotech,USA,2010.0,1500000.0,1,operating
Ra Pharmaceuticals,biotech,USA,,8600000.0,1,operating
We,mobile,USA,2012.0,1000000.0,1,operating
Planspot,advertising,NLD,2011.0,720750.0,1,operating
Utility Funding,cleantech,GBR,2009.0,11280347.0,1,operating
Urban Gentleman,fashion,ESP,2012.0,106600.0,1,operating
Attentive.ly,nonprofit,USA,2012.0,475000.0,2,operating
Linkedwith,mobile,DEU,1999.0,2000000.0,1,closed
Quandora,enterprise,USA,2012.0,150000.0,1,operating
HipLogiq,web,USA,2013.0,12000000.0,2,operating
Zofari,mobile,USA,2012.0,150000.0,1,operating
PoachIt,web,USA,2011.0,1000000.0,1,operating
Bitglass,other,USA,2013.0,10000000.0,1,operating
Unisense FertiliTech,biotech,DNK,2003.0,20000000.0,1,operating
Biba,mobile,USA,2012.0,15515000.0,2,operating
Gridtential Energy,cleantech,USA,,969000.0,1,operating
iCarsClub,ecommerce,SGP,2012.0,482000.0,1,operating
Playcez,mobile,IND,2010.0,500000.0,1,operating
Nobel Hygiene,ecommerce,IND,2001.0,11500000.0,1,operating
Insurity,software,USA,1985.0,49750000.0,1,operating
MensMarket.com.br,ecommerce,BRA,2012.0,250000.0,1,operating
Front Desk HQ,mobile,USA,2012.0,3200000.0,1,operating
